months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported,policy_age_days,claim_deviation,claim_ratio,Actual,Fraud_Probability,Predicted,Risk_Level
239,42,100/300,1000,969.5,0,MALE,College,exec-managerial,not-in-family,0,0,Vehicle Theft,unknown,Trivial Damage,unknown,10,1,NO,0,0,unknown,5600,700,700,4200,N,5607,-33728.95,5.991440798858773,0,0.049758764266209454,0,Low Risk
269,41,100/300,500,1463.82,0,FEMALE,College,protective-serv,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,23,1,YES,0,0,unknown,79300,15860,15860,47580,N,8863,9651.050000000003,2.9998108568186117,0,0.18972134949141145,0,Low Risk
80,27,100/300,1000,1474.17,0,FEMALE,College,tech-support,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,1,0,YES,52800,10560,5280,36960,N,6772,-968.9499999999971,6.9986744934671465,0,0.43594362138382114,1,Medium Risk
279,41,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,unknown,2,3,NO,28800,0,3600,25200,N,4985,-12728.949999999997,6.998056095529019,0,0.09403655153247728,0,Low Risk
165,33,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,other-relative,35300,-58100,Parked Car,unknown,Minor Damage,Police,3,1,NO,1,1,NO,2970,330,330,2310,N,2884,-35618.95,6.978851963746224,0,0.052557181190018176,0,Low Risk
350,54,500/1000,500,1495.1,0,MALE,College,other-service,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,0,0,unknown,93480,15580,7790,70110,N,469,32181.050000000003,8.998844820947246,0,0.15799571242699711,0,Low Risk
295,49,100/300,500,1141.62,0,MALE,College,prof-specialty,husband,34300,-24300,Vehicle Theft,unknown,Minor Damage,unknown,4,1,YES,1,3,YES,4320,480,480,3360,N,8237,-34568.95,6.985446985446986,0,0.022287600033061013,0,Low Risk
464,61,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,6,3,unknown,0,2,YES,79800,6650,19950,53200,Y,8864,15271.050000000003,2.666533005864368,1,0.40417941469722773,1,Medium Risk
118,28,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,22,2,NO,1,0,unknown,74200,7420,14840,51940,N,8464,14011.050000000003,3.499764166835119,0,0.30076509667211193,1,Low Risk
298,47,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,unknown,0,0,unknown,70590,10860,10860,48870,Y,5927,10941.050000000003,4.499585673510726,1,0.7452469599676834,1,High Risk
87,31,500/1000,1000,1074.07,0,FEMALE,Masters,sales,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,3,NO,0,3,YES,60940,5540,11080,44320,Y,2041,6391.050000000003,3.9996390217489397,1,0.7789979640883384,1,High Risk
261,42,250/500,500,1337.56,0,FEMALE,College,prof-specialty,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,18,1,unknown,1,2,YES,74700,7470,14940,52290,N,2192,14361.050000000003,3.4997657452647077,0,0.2207202332945682,1,Low Risk
453,60,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,YES,0,0,unknown,70000,14000,7000,49000,Y,4312,11071.050000000003,6.999000142836738,1,0.7912882390083692,1,High Risk
210,41,500/1000,500,1222.75,0,MALE,High School,exec-managerial,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,12,3,unknown,2,0,NO,81070,14740,14740,51590,N,819,13661.050000000003,3.499762566990028,0,0.1723372675016887,0,Low Risk
168,32,100/300,1000,1059.52,0,MALE,MD,protective-serv,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,unknown,1,1,unknown,57720,14430,9620,33670,N,5414,-4258.949999999997,3.4996362124519282,0,0.5289960956408888,1,Medium Risk
390,51,250/500,2000,1124.38,0,MALE,Associate,armed-forces,other-relative,0,0,Vehicle Theft,unknown,Minor Damage,unknown,9,1,YES,1,1,YES,7080,1180,1180,4720,N,5627,-33208.95,3.9966130397967823,0,0.08399375911020433,0,Low Risk
258,46,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,14,3,NO,0,1,unknown,47700,4770,9540,33390,Y,5800,-4538.949999999997,3.499633162142333,1,0.22094726674461837,1,Low Risk
107,31,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,3,NO,51260,9320,9320,32620,N,8779,-5308.949999999997,3.499624503808604,0,0.09270136159361185,0,Low Risk
225,41,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,20,3,unknown,2,2,NO,70400,6400,12800,51200,Y,7837,13271.050000000003,3.9996875244121552,1,0.6642450329482704,1,Medium Risk
164,38,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,4,1,NO,1,3,YES,90000,18000,9000,63000,N,6287,25071.050000000003,6.999222308632374,0,0.23555415017474413,1,Low Risk
245,39,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,unknown,0,1,unknown,72820,13240,6620,52960,N,5053,15031.050000000003,7.998791723304636,0,0.184775392405497,0,Low Risk
255,41,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,NO,2,0,unknown,69300,13860,13860,41580,N,775,3651.050000000003,2.999783565399322,0,0.2769625574687494,1,Low Risk
206,36,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,NO,2,1,NO,76560,12760,12760,51040,Y,2010,13111.050000000003,3.999686544941619,1,0.7193127787977923,1,High Risk
203,38,250/500,500,1394.43,0,FEMALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,7,1,unknown,0,1,YES,55440,0,6160,49280,Y,6189,11351.050000000003,7.998701509495212,1,0.7632403443752626,1,High Risk
22,25,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,8570,17140,51420,N,2489,13491.050000000003,2.9998249810396125,0,0.16111159247220938,0,Low Risk
211,35,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,YES,1,1,unknown,42000,7000,7000,28000,N,6741,-9928.949999999997,3.999428653049564,0,0.2305558592663108,1,Low Risk
206,39,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,12,3,NO,2,3,YES,36300,3300,9900,23100,N,205,-14828.949999999997,2.333097666902333,0,0.1845753251793388,0,Low Risk
166,38,100/300,2000,1588.55,0,MALE,MD,protective-serv,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,0,unknown,40320,5760,5760,28800,N,8096,-9128.949999999997,4.999132095122374,0,0.11749493251542575,0,Low Risk
165,32,500/1000,500,1399.26,0,FEMALE,High School,tech-support,own-child,70500,0,Parked Car,unknown,Minor Damage,Police,9,1,unknown,2,0,unknown,3960,330,660,2970,N,979,-34958.95,4.493192133131619,0,0.07933514014885493,0,Low Risk
274,43,100/300,2000,1352.31,0,MALE,College,farming-fishing,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,22,1,YES,0,3,YES,63840,10640,10640,42560,Y,5017,4631.050000000003,3.999624095479748,1,0.6349874294826154,1,Medium Risk
81,28,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,0,3,unknown,1,2,unknown,44730,4970,4970,34790,Y,1215,-3138.949999999997,6.998591832629249,1,0.6364856626741308,1,Medium Risk
280,45,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,0,3,YES,1,2,NO,84720,14120,14120,56480,N,1287,18551.050000000003,3.999716733942355,0,0.2929214375053281,1,Low Risk
194,39,250/500,500,823.17,0,MALE,Masters,adm-clerical,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,unknown,2,2,NO,61500,6150,12300,43050,N,3498,5121.050000000003,3.4997154702869686,0,0.5146918815338268,1,Medium Risk
112,27,100/300,500,965.13,0,FEMALE,Masters,tech-support,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,21,3,unknown,0,1,unknown,51000,8500,8500,34000,N,3414,-3928.949999999997,3.999529467121515,0,0.31288479237073324,1,Low Risk
24,33,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,unknown,2,1,NO,46800,4680,9360,32760,N,6945,-5168.949999999997,3.4996261083217606,0,0.1771201705745258,0,Low Risk
93,32,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,16,1,unknown,1,1,unknown,78120,17360,8680,52080,N,3420,14151.050000000003,5.9993088353876285,0,0.23523194162835592,1,Low Risk
171,34,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,NO,1,2,unknown,69200,13840,6920,48440,Y,6544,10511.050000000003,6.998988585464528,1,0.7651547501333046,1,High Risk
200,40,100/300,1000,1439.34,0,FEMALE,High School,sales,other-relative,45300,-20400,Vehicle Theft,unknown,Minor Damage,Police,9,1,unknown,0,0,NO,3690,410,410,2870,N,1696,-35058.95,6.982968369829684,0,0.05750087027528303,0,Low Risk
120,28,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,unknown,65500,6550,6550,52400,N,2161,14471.050000000003,7.998778812395054,0,0.17381355933319861,0,Low Risk
325,46,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,wife,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,21,3,unknown,1,2,YES,76120,13840,6920,55360,N,572,17431.050000000003,7.9988440976737465,0,0.2963099907800483,1,Low Risk
124,32,250/500,1000,1198.15,0,FEMALE,MD,other-service,not-in-family,0,-43200,Multi-vehicle Collision,Front Collision,Total Loss,Other,19,3,NO,0,2,YES,73560,12260,12260,49040,N,8295,11111.050000000003,3.9996737623358616,0,0.3817691650068839,1,Low Risk
211,35,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,2,1,YES,0,1,unknown,52030,9460,4730,37840,N,6163,-88.94999999999709,7.998309025575988,0,0.1733868090529322,0,Low Risk
287,41,500/1000,2000,968.74,0,MALE,Masters,transport-moving,wife,0,-49000,Vehicle Theft,unknown,Trivial Damage,unknown,9,1,unknown,2,3,unknown,5170,470,940,3760,N,3948,-34168.95,3.995749202975558,0,0.049220903737064135,0,Low Risk
122,34,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,own-child,58600,-28700,Parked Car,unknown,Minor Damage,unknown,5,1,unknown,2,1,YES,8190,1890,1260,5040,N,3193,-32888.95,3.9968279143536876,0,0.08575149761681887,0,Low Risk
22,29,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,unknown,2,3,unknown,70800,7080,14160,49560,Y,7556,11631.050000000003,3.499752842313396,1,0.7976190158642457,1,High Risk
106,31,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,wife,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,unknown,0,3,YES,45630,5070,5070,35490,N,6198,-2438.949999999997,6.998619601656478,0,0.21083570698094975,1,Low Risk
398,58,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,unknown,99320,7640,15280,76400,Y,5191,38471.05,4.999672796282966,1,0.7699953086119388,1,High Risk
214,41,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,not-in-family,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,unknown,2,0,NO,64000,12800,6400,44800,Y,3752,6871.050000000003,6.998906420871739,1,0.6996245478040484,1,Medium Risk
209,38,100/300,500,1355.08,0,FEMALE,MD,other-service,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,21,1,unknown,1,1,unknown,47300,4730,4730,37840,N,1898,-88.94999999999709,7.998309025575988,0,0.2220742964810136,1,Low Risk
82,27,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,14,1,NO,2,3,unknown,71680,8960,8960,53760,Y,6724,15831.050000000003,5.999330431871443,1,0.7523881491718623,1,High Risk
193,41,250/500,500,847.03,0,FEMALE,JD,craft-repair,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,1,1,unknown,1,0,YES,112320,17280,17280,77760,Y,7147,39831.05,4.49973959840287,1,0.7120738935077447,1,High Risk
134,32,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,17,1,unknown,1,0,unknown,82720,7520,15040,60160,N,4962,22231.050000000003,3.999734060235357,0,0.32359903723163186,1,Low Risk
288,45,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,4,3,unknown,2,1,unknown,48060,10680,5340,32040,N,4527,-5888.949999999997,5.99887661486613,0,0.41780165023352467,1,Medium Risk
104,32,250/500,500,1158.03,0,MALE,High School,exec-managerial,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,3,YES,1,3,YES,63570,9780,9780,44010,Y,6387,6081.050000000003,4.4995399243431144,1,0.6775519162812035,1,Medium Risk
431,54,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,own-child,17600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,13,3,NO,2,3,unknown,63240,10540,10540,42160,N,7363,4231.050000000003,3.9996205293615406,0,0.23570844410326316,1,Low Risk
101,33,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,20,3,NO,1,3,unknown,54240,9040,9040,36160,Y,976,-1768.949999999997,3.999557571065148,1,0.19500120057286793,0,Low Risk
375,50,100/300,1000,1275.39,0,MALE,Associate,sales,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,16,1,YES,2,3,NO,37280,0,0,37280,Y,2916,-648.9499999999971,37280.0,1,0.738942422639238,1,High Risk
461,61,100/300,2000,1402.75,0,MALE,JD,exec-managerial,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,unknown,2,1,YES,72100,7210,14420,50470,N,3523,12541.050000000003,3.4997572983843006,0,0.20595345381856214,1,Low Risk
428,59,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,other-relative,0,0,Parked Car,unknown,Minor Damage,unknown,8,1,unknown,2,3,NO,6500,1300,650,4550,N,5609,-33378.95,6.989247311827957,0,0.06538020784666407,0,Low Risk
45,38,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,unknown,2,0,unknown,78240,13040,13040,52160,N,3198,14231.050000000003,3.999693275055594,0,0.22607336762778046,1,Low Risk
136,29,100/300,500,1203.24,0,FEMALE,JD,transport-moving,other-relative,62500,-66900,Vehicle Theft,unknown,Minor Damage,Police,9,1,unknown,2,0,unknown,6200,1240,620,4340,N,1743,-33588.95,6.988727858293076,0,0.0503709238913962,0,Low Risk
216,36,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,unmarried,39600,-82400,Parked Car,unknown,Minor Damage,Police,0,1,YES,2,3,unknown,6160,560,1680,3920,N,8111,-34008.95,2.331945270672219,0,0.08779343117719123,0,Low Risk
278,48,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,12,1,unknown,2,0,unknown,76050,11700,11700,52650,N,5655,14721.050000000003,4.499615417485685,0,0.2169740954024193,1,Low Risk
295,48,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,unmarried,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,20,2,NO,2,1,YES,86060,13240,13240,59580,N,8376,21651.050000000003,4.499660146514613,0,0.2394900201118437,1,Low Risk
112,30,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900,10790,21580,75530,Y,4513,37601.05,3.4998378203048977,1,0.781984251433401,1,High Risk
122,34,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,0,YES,99990,18180,18180,63630,N,4169,25701.050000000003,3.49980749133711,0,0.19945055860340702,0,Low Risk
108,29,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,2,2,YES,61380,11160,5580,44640,N,2638,6711.050000000003,7.998566565131696,0,0.18063678175392175,0,Low Risk
14,28,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,unmarried,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,unknown,2,1,YES,71280,12960,12960,45360,Y,4590,7431.050000000003,3.4997299591080937,1,0.65860846364591,1,Medium Risk
298,45,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000,12800,6400,44800,N,8274,6871.050000000003,6.998906420871739,0,0.1771242582363662,0,Low Risk
276,46,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,husband,0,-50000,Parked Car,unknown,Trivial Damage,Police,7,1,unknown,0,1,NO,5940,660,660,4620,N,3616,-33308.95,6.989409984871407,0,0.04420507410112935,0,Low Risk
47,37,250/500,2000,1241.97,0,MALE,High School,other-service,not-in-family,75400,0,Parked Car,unknown,Minor Damage,unknown,18,1,NO,1,0,NO,6700,670,670,5360,N,2486,-32568.949999999997,7.988077496274218,0,0.03559834786178079,0,Low Risk
222,42,250/500,500,1124.6,0,MALE,Associate,armed-forces,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,unknown,51740,11940,7960,31840,N,5731,-6088.949999999997,3.999497550558975,0,0.145761383023346,0,Low Risk
119,28,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,unknown,0,1,YES,53600,6700,6700,40200,Y,826,2271.050000000003,5.999104611252052,1,0.27709498199583515,1,Low Risk
73,29,250/500,1000,1447.78,0,MALE,College,protective-serv,wife,35100,-59900,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,0,unknown,44910,4990,4990,34930,N,8016,-2998.949999999997,6.998597475455821,0,0.34688423867141105,1,Low Risk
8,31,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,wife,0,-88300,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,unknown,0,2,YES,48100,11100,7400,29600,N,4395,-8328.949999999997,3.999459532495609,0,0.2516568120476713,1,Low Risk
294,44,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,unmarried,53900,0,Vehicle Theft,unknown,Trivial Damage,unknown,3,1,NO,0,1,NO,6100,610,1220,4270,N,8940,-33658.95,3.4971334971334973,0,0.07436211825403596,0,Low Risk
324,46,100/300,2000,897.89,6000000,MALE,MD,tech-support,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,unknown,1,0,YES,79600,15920,15920,47760,N,1782,9831.050000000003,2.9998115696250234,0,0.19657052436989117,0,Low Risk
155,34,100/300,500,1706.79,0,MALE,Masters,protective-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,1,1,NO,1,1,YES,77040,8560,8560,59920,N,8868,21991.050000000003,6.999182338511856,0,0.16744487854989146,0,Low Risk
261,45,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,YES,0,1,unknown,62590,11380,11380,39830,N,3495,1901.050000000003,3.4996924699059835,0,0.2536928046245756,1,Low Risk
